time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-05 00:00:00+00:00,12,7,0,0
2026-02-06 00:00:00+00:00,17,8,3,1
2026-02-07 00:00:00+00:00,16,7,0,0
2026-02-08 00:00:00+00:00,11,6,0,0
2026-02-09 00:00:00+00:00,6,5,0,0
2026-02-10 00:00:00+00:00,10,5,0,0
2026-02-11 00:00:00+00:00,9,4,0,0
2026-02-12 00:00:00+00:00,14,9,4,1
2026-02-13 00:00:00+00:00,90,21,0,0
2026-02-14 00:00:00+00:00,46,13,0,0
2026-02-15 00:00:00+00:00,8,6,0,0
2026-02-16 00:00:00+00:00,55,11,1,1
2026-02-17 00:00:00+00:00,36,8,4,2
2026-02-18 00:00:00+00:00,4,3,11,1
