time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,28,10,0,0
2026-05-18 00:00:00+00:00,26,9,2,2
2026-05-19 00:00:00+00:00,11,5,0,0
2026-05-20 00:00:00+00:00,20,7,1,1
2026-05-21 00:00:00+00:00,17,8,10,1
2026-05-22 00:00:00+00:00,11,7,0,0
2026-05-23 00:00:00+00:00,12,7,0,0
2026-05-24 00:00:00+00:00,27,13,0,0
2026-05-25 00:00:00+00:00,27,8,0,0
2026-05-26 00:00:00+00:00,40,17,1,1
2026-05-27 00:00:00+00:00,48,23,0,0
2026-05-28 00:00:00+00:00,18,7,0,0
2026-05-29 00:00:00+00:00,11,5,0,0
2026-05-30 00:00:00+00:00,28,10,0,0
